 Secretaría; Cód; Departamento; CódMun; Municipio; Código; Nombre;  Dirección; Teléfono; Nombre Rector; Tipo Establecimiento; Sector; Zona; Jornadas; Niveles; Grados;No. Sede; Cal; Correo Electrónico
ANTIOQUIA;5;ANTIOQUIA;5789;TÁMESIS;205789000434;C. E. R. EL ENCANTO;VDA. EL ENCANTO;8494096;GOMEZ GOMEZ GUSTAVO (DOC_PRIA.P);CENTRO EDUCATIVO;OFICIAL;;;;;0;A;tameco01@edatel.net.co
ANTIOQUIA;5;ANTIOQUIA;5789;TÁMESIS;205789000442;C. E. R. TERESITA OBANDO;VDA. LA FLORIDA;8494096;ZAPATA FRANCO MARY(DOC_PRIA.P);CENTRO EDUCATIVO;OFICIAL;;;;;0;A;tameco01@edatel.net.co
ANTIOQUIA;5;ANTIOQUIA;5361;ITUANGO;205361000227;C. E. R. EL QUINDIO;VDA EL QUINDIO;8643093; NELSON DE JESUS LOPERA MAZO;INSTITUCION EDUCATIVA;OFICIAL;RURAL;COMPLETA;PREESCOLAR,BÁSICA SECUNDARIA,BÁSICA PRIMARIA;0,1,2,3,4,5,6,7,8,9;1;A;cerelquindio2012@tareanet.edu.co
ANTIOQUIA;5;ANTIOQUIA;5361;ITUANGO;205361000235;C. E. R. CHISPAS;VDA. SAN LUIS;8643093; NIDIA ESTELLA PORRAS ARIAS;CENTRO EDUCATIVO;OFICIAL;RURAL;COMPLETA;BÁSICA PRIMARIA;1,2,3,4,5;1;A;ituangocerchispas@tareanet.edu.co
ANTIOQUIA;5;ANTIOQUIA;5361;ITUANGO;205361000251;C. E. R. ATANASIO GIRARDOT;VDA. CENIZAS;8643093;CARO SIERRA GLADYS ESTELA (DOC.P.);CENTRO EDUCATIVO;OFICIAL;RURAL;COMPLETA;BÁSICA PRIMARIA;1,2,3,4,5;1;A;ceratanasiogirardot@tareanet.edu.co
ANTIOQUIA;5;ANTIOQUIA;5789;TÁMESIS;205789000451;C. E. R. GUAYABAL;VDA. GUAYABAL;8494096;LOPEZ GERMAN ALONSO (DOC_PRIA.P);CENTRO EDUCATIVO;OFICIAL;;;;;0;A;tameco01@edatel.net.co
ANTIOQUIA;5;ANTIOQUIA;5789;TÁMESIS;205789000485;C. E. R. EL LIBANO;VDA. EL LIBANO;8494096;MONCADA CARDONA MARTHA ;CENTRO EDUCATIVO;OFICIAL;;;;;0;A;mtamesis@edatel.net.co
ANTIOQUIA;5;ANTIOQUIA;5789;TÁMESIS;205789000493;C. E. R.  EL TACON;VDA. EL TACON;8494096;PEREZ LUZ DARY (DOC_PRIA.P);CENTRO EDUCATIVO;OFICIAL;;;;;0;A;tameceo01@edatel.net.co
ANTIOQUIA;5;ANTIOQUIA;5789;TÁMESIS;205789000523;C. E. R. TRAVESIAS;VDA. TRAVESIAS;8494096;HERRERA GLORIA PIEDAD(DOC_PRIA.P);CENTRO EDUCATIVO;OFICIAL;;;;;0;A;tameco01@edatel.net.co
ANTIOQUIA;5;ANTIOQUIA;5789;TÁMESIS;205789000582;C. E. R. PIEDRA MOLER;VDA. PIEDRA MOLER;8494096;HENAO GLORIA ELENA (DOC_PRIA.PROV);CENTRO EDUCATIVO;OFICIAL;;;;;0;A;tameco01@edatel.net.co
ANTIOQUIA;5;ANTIOQUIA;5789;TÁMESIS;205789000621;C. E. R.  LA LIBORIANA;VDA. LA LIBORIANA;8494096;SOSSA MONSALVE ELIANA PATRICIA(DOC_PRIA.P);CENTRO EDUCATIVO;OFICIAL;;;;;0;A;tameceo01@edatel.net.co
ANTIOQUIA;5;ANTIOQUIA;5789;TÁMESIS;205789000655;C. E. R. LA MATILDE;VDA. LA MATILDE;8494096;HENAO YURANY ANDREA(DOC_PRIA.P);CENTRO EDUCATIVO;OFICIAL;;;;;0;A;tameco01@edatel.net.co
ANTIOQUIA;5;ANTIOQUIA;5789;TÁMESIS;205789000680;C. E. R. LA MIRLA;VDA. LA MIRLA;8494096;LEON DIDIAN MARLLET (DOC_PRIA.P);CENTRO EDUCATIVO;OFICIAL;;;;;0;A;tameco01@edatel.net.co
ANTIOQUIA;5;ANTIOQUIA;5667;SAN RAFAEL;205667000433;C. E. R.  EL TOPACIO;VDA. EL TOPACIO;858 65 33;MARIA LUCELLY OSPINA OCAMPO;CENTRO EDUCATIVO;OFICIAL;RURAL;MAÑANA,COMPLETA,NOCTURNA;PREESCOLAR,BÁSICA PRIMARIA;0,1,2,3,4,5,21,22;19;A;
ANTIOQUIA;5;ANTIOQUIA;5789;TÁMESIS;205789000698;C. E. R. SAN ANTONIO;VDA. SAN ANTONIO;8494096;URIBE GIL ELCY(DOC_PRIA.PROV);CENTRO EDUCATIVO;OFICIAL;;;;;0;A;mijitica@yahoo.es
ANTIOQUIA;5;ANTIOQUIA;5789;TÁMESIS;205789000710;C. E. R. CEDEÑO PARTE ALTA;VDA CEDEÑO ALTO;8494096;SUAREZ PEREZ CARLOS ALBERTO (DOC_PRIA.PROOV);CENTRO EDUCATIVO;OFICIAL;;;;;0;A;tameco01@edatel.net.co
ANTIOQUIA;5;ANTIOQUIA;5789;TÁMESIS;205789000736;C. E. R. IND.PARA EL RESG INDIG EMBERA_CHAMI MIGUEL CERTIGA;VDA NUDILLALES;;VARGAS QUIROZ ANA CECILIA (DOC_PRIA.PROV);CENTRO EDUCATIVO;OFICIAL;;;;;0;A;
ANTIOQUIA;5;ANTIOQUIA;5789;TÁMESIS;305789000668;JARDIN INFANTIL PARROQUIAL JESUS NIÑO                                                          ;CL OROZCO 10 14;8494986;GARCIA VILLA MIL CLARA INES;CENTRO EDUCATIVO;NO OFICIAL;URBANA;;;;1;A;mtamesis@edatel.net.co
ANTIOQUIA;5;ANTIOQUIA;5790;TARAZÁ;205790000243;C. E. R. PUERTO ANTIOQUIA;CORREG.PUERTO ANTIOQUIA;836 58 88;ARANGO ZAPATA MARIA EUGENIA(DOC_PRIA.P);CENTRO EDUCATIVO;OFICIAL;;;;;0;A;
ANTIOQUIA;5;ANTIOQUIA;5376;LA CEJA;305376000741;POLITECNICO INTERAMERICANO;CL 19 22 27;553 98 78;RODRIGUEZ PEDRASA LUIS FERNANDO ;CENTRO EDUCATIVO;NO OFICIAL;URBANA;FIN DE SEMANA;MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA;21,22,23,24,25,26;1;A;
ANTIOQUIA;5;ANTIOQUIA;5790;TARAZÁ;205790000448;I.E.R. EL GUAIMARO;CORREG.EL GUAIMARO - SAN MIGUEL ;824 49 40;TRESPALACIOS JUAN E.;CENTRO EDUCATIVO;OFICIAL;;;;;0;A;
ANTIOQUIA;5;ANTIOQUIA;5790;TARAZÁ;205790000588;C. E. R. LOS ANGELES;VDA. LA PRIMAVERA;8365888;ZAPATA LUZ MARINA;CENTRO EDUCATIVO;OFICIAL;;;;;0;A;
ANTIOQUIA;5;ANTIOQUIA;5790;TARAZÁ;205790000596;C. E. R. LA CABAÑA;VDA. LA CABAÑA;836 58 88;ROMERO ALVAREZ  BERTILDA ROSA(DOC_PRIA.PROV);CENTRO EDUCATIVO;OFICIAL;RURAL;;;;1;A;
ANTIOQUIA;5;ANTIOQUIA;5790;TARAZÁ;205790000600;C. E. R. QUINTERON;VDA. LA ILUSIÓN;8365888;CASTRO SUMALAVE LUZ EDITH ;CENTRO EDUCATIVO;OFICIAL;;;;;0;A;
ANTIOQUIA;5;ANTIOQUIA;5790;TARAZÁ;205790000618;C. E. R. VILLAVICENCIA;VDA. LA ESPERANZA;;SIN INFORMACION;CENTRO EDUCATIVO;OFICIAL;RURAL;;;;1;A;
ANTIOQUIA;5;ANTIOQUIA;5647;SAN ANDRÉS DE CUERQUÍA;205647000186;C. E. R. EL ROBLE;VDA. EL ROBLE;861 81 68;ZAPATA CARVAJAL YULIANA;CENTRO EDUCATIVO;OFICIAL;RURAL;COMPLETA;PREESCOLAR,BÁSICA PRIMARIA;0,1,2,3,4,5;1;A;
ANTIOQUIA;5;ANTIOQUIA;5790;TARAZÁ;205790000634;C. E. R.  TESORITO;SIN INFORMACION;;SIN INFORMACION;CENTRO EDUCATIVO;OFICIAL;RURAL;;;;1;A;
ANTIOQUIA;5;ANTIOQUIA;5890;YOLOMBÓ;205890001034;C. E. R. LOS TOTUMOS;VDA. LOS TOTUMOS;833 57 95;VARGAS RAMIREZ YESICA MARCELA;CENTRO EDUCATIVO;OFICIAL;RURAL;MAÑANA;PREESCOLAR,BÁSICA PRIMARIA;0,1,2,3,4,5;1;A;
ANTIOQUIA;5;ANTIOQUIA;5790;TARAZÁ;205790000642;I.E.R. LA ESPERANZA;VDA. LA ESPERANZA;824 49 40;FELICITA DEL CARMEN MORA SANCHEZ;CENTRO EDUCATIVO;OFICIAL;;;;;0;A;
ANTIOQUIA;5;ANTIOQUIA;5790;TARAZÁ;205790000685;C. E. R. BATATALITO;VDA. BATATALITO;8365888;JULIO JOAQUIN REYES ANILLO;CENTRO EDUCATIVO;OFICIAL;;;;;0;A;
ANTIOQUIA;5;ANTIOQUIA;5790;TARAZÁ;205790000693;C.E.R.  LAS ACACIAS;VDA LAS ACACIAS;836 58 88;CORDERO CASTRO EDITH(DOC_PRIA.PP);CENTRO EDUCATIVO;OFICIAL;;;;;0;A;
ANTIOQUIA;5;ANTIOQUIA;5790;TARAZÁ;205790000707;C. E. R.  EL TRIUNFO;VDA. EL TRIUNFO;836 58 88;NAGLES PERA MARISOL;CENTRO EDUCATIVO;OFICIAL;;;;;0;A;
ANTIOQUIA;5;ANTIOQUIA;5790;TARAZÁ;205790000774;C. E. R.  LA PALMERA;VDA. SANTA CLARA;836 58 88;BENITEZ LOPEZ MIGUEL ANTONIO;CENTRO EDUCATIVO;OFICIAL;;;;;0;A;
ANTIOQUIA;5;ANTIOQUIA;5790;TARAZÁ;205790000791;C. E. R.  TAHAMI;VDA. TAHAMI;836 58 88;CASTRO OCHOA MAYIRIS PATRICIA;CENTRO EDUCATIVO;OFICIAL;;;;;0;A;
ANTIOQUIA;5;ANTIOQUIA;5790;TARAZÁ;205790000839;C. E. R. LAS DELICIAS;VDA. LA FRONTERA;836 58 88;MIRTA HELENA ARCIA PEREZ;CENTRO EDUCATIVO;OFICIAL;;;;;0;A;
ANTIOQUIA;5;ANTIOQUIA;5790;TARAZÁ;205790000855;C. E. R.  VISTA HERMOSA;VDA. VISTA HERMOSA;836 58 88;YAMERIS PATRICIA ORTIZ PEREZ;CENTRO EDUCATIVO;OFICIAL;;;;;0;A;
ANTIOQUIA;5;ANTIOQUIA;5790;TARAZÁ;205790000936;C. E. R.  LA PIPIOLA;VDA. LA PIPIOLA;836 58 88;LILIANA TERESA CAAMAÑO MACEA;CENTRO EDUCATIVO;OFICIAL;;;;;0;A;
ANTIOQUIA;5;ANTIOQUIA;5790;TARAZÁ;205790000979;C. E. R.  SANTA CLARA;VDA. EL IMPOSIBLE;836 58 88;NILSON ALBEIRO NAVARRO RUIZ;CENTRO EDUCATIVO;OFICIAL;;;;;0;A;
ANTIOQUIA;5;ANTIOQUIA;5665;SAN PEDRO DE URABA;205665000215;I. E. R. BUCHADO MEDIO;VDA. QUEBRADA DEL MEDIO;820 55 02;ZAPATA ZULETA GLORIA ELSY;INSTITUCION EDUCATIVA;OFICIAL;RURAL;MAÑANA,COMPLETA,NOCTURNA,FIN DE SEMANA;PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA;0,1,2,3,4,5,6,7,8,9,10,11,21,22,23,24,25,26;2;A;spuierbuchadomedio@tareanet.edu.co
ANTIOQUIA;5;ANTIOQUIA;5790;TARAZÁ;205790000995;C. E. R.  DORADAS ALTO;VDA. DORADAS ALTAS;836 58 88;BELLO DAVID ELVIA ROSA ;CENTRO EDUCATIVO;OFICIAL;;;;;0;A;
ANTIOQUIA;5;ANTIOQUIA;5790;TARAZÁ;205790001096;C. E. R.  TAMACO;VDA. EL TAMACO;836 58 88;MONSALVE H. GLORIA GIZELA;CENTRO EDUCATIVO;OFICIAL;;;;;0;A;
ANTIOQUIA;5;ANTIOQUIA;5790;TARAZÁ;205790001142;C. E. R. SAN ANTONIO;VDA. SAN ANTONIO;836 58 88;DELVIS DEL CARMEN MORELO HERNANDEZ;CENTRO EDUCATIVO;OFICIAL;;;;;0;A;
ANTIOQUIA;5;ANTIOQUIA;5790;TARAZÁ;205790001151;C. E. R.  EL TRES;VDA. EL TRES;836 58 88;VALOYES IBARGUEN ESTHER;CENTRO EDUCATIVO;OFICIAL;;;;;0;A;
ANTIOQUIA;5;ANTIOQUIA;5790;TARAZÁ;305790001333;I. E. SEMINARIO MENOR LA INMACULADA                                                                 ;TRANSV 48 BARRIO LA MACARENA;SIN INFORMACION                                   ;PBRO. ARNOLDO URIBE;INSTITUCION EDUCATIVA;NO OFICIAL;URBANA;;;;1;A;
ANTIOQUIA;5;ANTIOQUIA;5790;TARAZÁ;505790000004;CORP PROYECTO DE EMPUJE PARA COLAB Y AYUDA SOCIAL-PECAS                                             ;CARRERA 50A  30B-84;451 81 83                                         ;SIN INFORMACION;CENTRO EDUCATIVO;NO OFICIAL;RURAL;;;;1;A;SIN INFORMACION                                   
ANTIOQUIA;5;ANTIOQUIA;5792;TARSO;105792000238;C. E. R. TEODOSIA CORREA;VDA. CANAAN;845-85-18;SALINAS CASTRO LUIS OCTAVIO (DOC.P.);CENTRO EDUCATIVO;OFICIAL;;;;;0;A;c.e.r.teodosiocorrea@tareanet.edu.co
ANTIOQUIA;5;ANTIOQUIA;5792;TARSO;205792000054;C. E. R. LA LINDA;VDA. LA LINDA;848-29-11. 3146616885;ESTRADA PAREJA AICHEL MADELENE (DOC.P.);CENTRO EDUCATIVO;OFICIAL;;;;;0;A;c.e.r.lalinda@tareanet.edu.co
ANTIOQUIA;5;ANTIOQUIA;5792;TARSO;205792000071;C. E. R. CASCABEL;VDA. CASCABEL;3147552061;CINDY LORENA VELEZ FLOREZ;CENTRO EDUCATIVO;OFICIAL;;;;;0;A;c.e.r.cascabel@tareanet.edu.co
ANTIOQUIA;5;ANTIOQUIA;5792;TARSO;205792000119;C. E. R. EL MORRON;VDA. MORRON;845-85-41;MEJIA P. DIANA MILENA;CENTRO EDUCATIVO;OFICIAL;;;;;0;A;c.e.r.morron@tareanet.edu.co
ANTIOQUIA;5;ANTIOQUIA;5792;TARSO;205792000151;C. E. R. PATIO BONITO;VDA. PATIO BONITO;845-85-18;LUIS ALBERTO CARDONA ZAPATA;CENTRO EDUCATIVO;OFICIAL;;;;;0;A;c.e.r.patiobonito@tareanet.edu.co
ANTIOQUIA;5;ANTIOQUIA;5792;TARSO;205792000160;C. E. R. LA ARBOLEDA;VDA. LA ARBOLEDA;845-85-41;MUÑOZ MORA SANDRA MILENA;CENTRO EDUCATIVO;OFICIAL;;;;;0;A;c.e.r.laarboleda@tareanet.edu.co
ANTIOQUIA;5;ANTIOQUIA;5792;TARSO;205792000186;C. E. R. CHAGUANY;VDA. CHANGUANY;845-85-18;MOSQUERA MOSQUERA VILMA;CENTRO EDUCATIVO;OFICIAL;;;;;0;A;c.e.r.chaguani@tareanet.edu.co
ANTIOQUIA;5;ANTIOQUIA;5792;TARSO;205792000208;C. E. R. SAN FRANCISCO;VDA. SAN FRANCISCO;845-85-41;MEJIA PALACIO FELIPE SANTIAGO (DOC.P.);CENTRO EDUCATIVO;OFICIAL;;;;;0;A;c.e.r.sanfrancisco@tareanet.edu.co
ANTIOQUIA;5;ANTIOQUIA;5665;SAN PEDRO DE URABA;205665000118;C. E. R. LA NEVADA;VDA. LA NEVADA;820 55 02;ARCIA PLAZA ELIGIO;CENTRO EDUCATIVO;OFICIAL;RURAL;COMPLETA;PREESCOLAR,BÁSICA PRIMARIA;0,1,2,3,4,5;1;A;cerlanevadasanpedrodeu@tareanet.edu.co
ANTIOQUIA;5;ANTIOQUIA;5665;SAN PEDRO DE URABA;205665000169;C. E. R. EL CHIMBORAZO;VDA. STA. ROSA;;MIRLETH LAURINA HOYOS;CENTRO EDUCATIVO;OFICIAL;RURAL;COMPLETA;PREESCOLAR,BÁSICA PRIMARIA;0,1,2,3,4,5;1;A;cerchimborazospu@tareanet.edu.co
ANTIOQUIA;5;ANTIOQUIA;5792;TARSO;205792000216;C. E. R. MULATICOS;VDA MULATICOS;;ADRIANA MARIA CANO HOLGUIN ;CENTRO EDUCATIVO;OFICIAL;;;;;0;A;c.e.r.mulaticos@tareanet.edu.co
ANTIOQUIA;5;ANTIOQUIA;5792;TARSO;205792000224;C. E. R. SAN FORTUNATO;VDA. LOS DOLORES;845-85-18;HECTOR DANIEL CAÑAS ARIAS;CENTRO EDUCATIVO;OFICIAL;;;;;0;A;c.e.r.sanfortunato@tareanet.edu.co
ANTIOQUIA;5;ANTIOQUIA;5809;TITIRIBÍ;105809000148;E U JUAN BAUTISTA MONTOYA ;CL. 21  19-66;848 26 70;;CENTRO EDUCATIVO;OFICIAL;;;;;0;A;
ANTIOQUIA;5;ANTIOQUIA;5809;TITIRIBÍ;105809000181;E U EVANGELINA BETANCUR;CL. 20  21-61;848 26 34;;CENTRO EDUCATIVO;OFICIAL;;;;;0;A;
ANTIOQUIA;5;ANTIOQUIA;5809;TITIRIBÍ;205809000045;C. E. R. OFELIA ECHEVERRI;CORREGIMIENTO OTRAMINA;8482670;LONDOÑO CAMILO ARTURO (DOC.P.);CENTRO EDUCATIVO;OFICIAL;;;;;0;A;cerofeliae@tareanet.edu.co
ANTIOQUIA;5;ANTIOQUIA;5809;TITIRIBÍ;205809000053;C. E. R. LUIS ZEA URIBE;CORREGIMIENTO SITIO VIEJO;8482469;VANEGAS ECHEVERRY MARIA ISABEL (DOC.P.);CENTRO EDUCATIVO;OFICIAL;;;;;0;A;cerluiszea@tareanet.edu.co
ANTIOQUIA;5;ANTIOQUIA;5809;TITIRIBÍ;205809000061;C. E. R. ANTONIO JOSE RESTREPO;CORREG. LA MESETA;8482124;BETRAIZ  RESTREPO SANCHEZ;CENTRO EDUCATIVO;OFICIAL;;;;;0;A;cerantoniojoserestrepo@tareanet.edu.co
ANTIOQUIA;5;ANTIOQUIA;5809;TITIRIBÍ;205809000100;C. E. R. EL MORRO;VDA. EL MORRO;8482124;MURIEL OROZCO MARIA ROSALBA (DOC.P.);CENTRO EDUCATIVO;OFICIAL;;;;;0;A;cerelmorro@tareanet.edu.co
ANTIOQUIA;5;ANTIOQUIA;5809;TITIRIBÍ;205809000118;E R MARUJA RESTREPO;VDA EL VOLCAN;;;CENTRO EDUCATIVO;OFICIAL;;;;;0;A;
ANTIOQUIA;5;ANTIOQUIA;5361;ITUANGO;205361001924;C. E. R. INDIGENISTA SAN MATIAS;RESG.JAIDUKAMA;;ULY DUMASA BUGAMA;CENTRO EDUCATIVO;OFICIAL;RURAL;COMPLETA;PREESCOLAR,BÁSICA PRIMARIA;0,1,2,3,4,5;1;A;ituangocerindigenista@tareanet.edu.co
ANTIOQUIA;5;ANTIOQUIA;5809;TITIRIBÍ;205809000126;C. E. R. EL ZANCUDO;VDA. EL ZANCUDO;8482124; CARLOS MARIO ARENAS;CENTRO EDUCATIVO;OFICIAL;;;;;0;A;cerelzancudo@tareanet.edu.co
ANTIOQUIA;5;ANTIOQUIA;5809;TITIRIBÍ;205809000134;E R EL BOSQUE;VDA. EL BOSQUE;;NO FIGURA;CENTRO EDUCATIVO;OFICIAL;;;;;0;A;
ANTIOQUIA;5;ANTIOQUIA;5756;SONSON;205756000170;C. E. R. MIGUEL GIRALDO;VDA. LA GIRALDA;869 11 20;VACANTE;CENTRO EDUCATIVO;OFICIAL;RURAL;COMPLETA;PREESCOLAR,BÁSICA PRIMARIA;0,1,2,3,4,5;1;A;cermiguelgiraldo@hotmail.com
ANTIOQUIA;5;ANTIOQUIA;5809;TITIRIBÍ;205809000177;C. E. R. CARACOL;VDA. CARACOL;8482124;RAMIREZ BETANCUR MARIA DEL CARMEN (DOC.P.);CENTRO EDUCATIVO;OFICIAL;;;;;0;A;cercaracol@tareanet.edu.co
ITAGUI;5;ANTIOQUIA;5360;ITAGUI;305360000341;ESCUELA MALTA CERVUNION                                     ;CL 36 53 56;3735675;JORGE HERNAN PIEDRAHITA;CENTRO EDUCATIVO;NO OFICIAL;URBANA;MAÑANA,COMPLETA;BÁSICA PRIMARIA;1,2,3,4,5;1;A;escuelascervunion@gmail.com
ANTIOQUIA;5;ANTIOQUIA;5809;TITIRIBÍ;205809000193;C. E. R. LOMA DEL GUAMO;VDA. LOMA DEL GUAMO;8482124; ANGELA INES VELEZ MAZO;CENTRO EDUCATIVO;OFICIAL;;;;;0;A;cerlomadelguamo@tareanet.edu.co
ANTIOQUIA;5;ANTIOQUIA;5809;TITIRIBÍ;205809000215;C. E. R. BALSAL;VDA. EL BALSAL;;MORENO ROJAS NATALIA MARIA;CENTRO EDUCATIVO;OFICIAL;;;;;0;A;cerbalsal@tareanet.edu.co
ANTIOQUIA;5;ANTIOQUIA;5809;TITIRIBÍ;205809000223;C. E. R. FALDA DEL CAUCA;VDA. FALDA DEL CAUCA;8482124;ATEHORTUA TABARES LINA MARIA (DOC.P.);CENTRO EDUCATIVO;OFICIAL;;;;;0;A;cerfaldadelcauca@tareanet.edu.co
ANTIOQUIA;5;ANTIOQUIA;5809;TITIRIBÍ;205809000231;E R EL PORVENIR;VDA. EL PORVENIR;;NO TIENE;CENTRO EDUCATIVO;OFICIAL;;;;;0;A;
ANTIOQUIA;5;ANTIOQUIA;5809;TITIRIBÍ;205809000363;E R LA PEÑA;VEREDA LA PEÑA;;;CENTRO EDUCATIVO;OFICIAL;;;;;0;A;
ANTIOQUIA;5;ANTIOQUIA;5809;TITIRIBÍ;205809000436;E R I SINIFANA;VDA PUEBLITO DE LOS BOLIVARES;;;CENTRO EDUCATIVO;OFICIAL;;;;;0;A;
ANTIOQUIA;5;ANTIOQUIA;5819;TOLEDO;105819000294;I. E. R. PALO BLANCO;VDA. PALO BLANCO;3217692009 Y 8619087;NORALBA MARYORY RODRIGUEZ JARAMILLO;CENTRO EDUCATIVO;OFICIAL;;;;;0;A;ierpaloblanco@tareanet.edu.co
ANTIOQUIA;5;ANTIOQUIA;5147;CAREPA;205147000031;C. E. R. EL PALMAR;VDA. EL PALMAR ;8245179;URIBE CARMONA NESTOR ALEJANDRO;CENTRO EDUCATIVO;OFICIAL;RURAL,URBANA;MAÑANA,COMPLETA,NOCTURNA;PREESCOLAR,BÁSICA PRIMARIA;0,1,2,3,4,5,21,22;5;A;cerelpalmar2015@gmail.com
ANTIOQUIA;5;ANTIOQUIA;5819;TOLEDO;205819000035;I. E. R. SANTO DOMINGO;VDA. STO. DOMINGO;3137764607 y 8619087;MARTHA OLIVA MONSALVE LOPERA ;CENTRO EDUCATIVO;OFICIAL;;;;;0;A;iersantodomingo@tareanet.edu.co
ANTIOQUIA;5;ANTIOQUIA;5819;TOLEDO;205819000051;I. E. R. EL VALLE;CORREG. EL VALLE;320 733 10 18;SONIA YANET HOYOS CARRILLO;CENTRO EDUCATIVO;OFICIAL;;;;;0;A;ierelvalle@tareanet.edu.co
ANTIOQUIA;5;ANTIOQUIA;5819;TOLEDO;205819000060;I. E. R. TAQUE;VDA. TAQUE;3146423211 y 8619158;JOSE ANTONIO PINO TEJADA;CENTRO EDUCATIVO;OFICIAL;;;;;0;A;iertaque@tareanet.edu.co
ANTIOQUIA;5;ANTIOQUIA;5819;TOLEDO;205819000086;I. E. R. SAN FRANCISCO;VDA. LA CASCARELA;3148628951 y 8423920;MOSQUERA ORTIZ CORNELIA;CENTRO EDUCATIVO;OFICIAL;;;;;0;A;iersanfrancisco@tareanet.edu.co
ANTIOQUIA;5;ANTIOQUIA;5819;TOLEDO;205819000094;I. E. R. SAN JULIAN;VDA. BARRANCAS;3105184734 y 8619087;LUIS ANIBAL LOAIZA CHAVARRIA;CENTRO EDUCATIVO;OFICIAL;;;;;0;A;iersanjulian@tareanet.edu.co
ANTIOQUIA;5;ANTIOQUIA;5819;TOLEDO;205819000116;I. E. R. BRUGO;VDA. BRUGO;8619020;RUTH MARCELA CHICA OSPINA;CENTRO EDUCATIVO;OFICIAL;;;;;0;A;ierbrugo@tareanet.edu.co
ANTIOQUIA;5;ANTIOQUIA;5819;TOLEDO;205819000124;I. E. R. HELECHALES;VDA. HELECHALES;86190 58;VERGARA ALVAREZ ANDRES FELIPE;CENTRO EDUCATIVO;OFICIAL;;;;;0;A;ierhelechales@tareanet.edu.co
ANTIOQUIA;5;ANTIOQUIA;5819;TOLEDO;205819000132;I. E. R. BUENAVISTA;CORREG. BUENAVISTA;861 90 20;JHON EVERTH CALLE ;CENTRO EDUCATIVO;OFICIAL;;;;;0;A;ierbuenavista@tareanet.edu.co
ANTIOQUIA;5;ANTIOQUIA;5819;TOLEDO;205819000141;I. E. R. BIOGUI;VDA. BIOGUI;861 90 12 Y 861 90 20;ADELIZA MENA CASAS;CENTRO EDUCATIVO;OFICIAL;;;;;0;A;ierbiogui@tareanet.edu.co
ANTIOQUIA;5;ANTIOQUIA;5607;RETIRO;305001000115;COLEGIO SAN JOSE DE LAS VEGAS                                                                       ;VDA. CARRIZALES - ALTO DE SAN LUIS KM. 11;4446008 ext.133-114;GIL SALAS DIANA DEL CARMEN;INSTITUCION EDUCATIVA;NO OFICIAL;RURAL;COMPLETA;MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA;1,2,3,4,5,6,7,8,9,10,11;1;A; academia@sanjosevegas.edu.co   
ANTIOQUIA;5;ANTIOQUIA;5819;TOLEDO;205819000191;C. E. R. MIRAFLORES;VDA. MIRAFLORES;861 90 20;ARBEY  MOLINA MORALES;CENTRO EDUCATIVO;OFICIAL;;;;;0;A;iermiraflores@tareanet.edu.co
ANTIOQUIA;5;ANTIOQUIA;5376;LA CEJA;305376000601;C.E. INFANTIL EL GATO SIN BOTAS;CL 21 25 50;553 93 23;ORTEGA RUALES ROSALBA ;CENTRO EDUCATIVO;NO OFICIAL;URBANA;COMPLETA;PREESCOLAR;=-2-1;1;A;cei_elgatosinbotas@yahoo.es
ANTIOQUIA;5;ANTIOQUIA;5079;BARBOSA;305079000600;COLEGIO COOPERATIVO SIMON BOLIVAR (P);KR 11 15 41;4063026;GOMEZ VALENCIA JUAN GUILLERMO (PBRO.);INSTITUCION EDUCATIVA;NO OFICIAL;URBANA;MAÑANA,COMPLETA;PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA;-2,-1,0,1,2,3,4,5,6,7,8,9,10,11;1;A;coomapol@une.net.co
ANTIOQUIA;5;ANTIOQUIA;5819;TOLEDO;205819000221;I. E. R. LA FLORIDA;VDA. LA FLORIDA;861 90 87 Y 3148364322;JARLI JANINE VALBUENA ;CENTRO EDUCATIVO;OFICIAL;;;;;0;A;ierlaflorida@tareanet.edu.co
ANTIOQUIA;5;ANTIOQUIA;5819;TOLEDO;205819000256;I. E. R. GUAYABAL;VDA. GUAYABAL;861 90 87;AMPARO ENID DEL SOCORRO ZAPATA ORTEAGA ;CENTRO EDUCATIVO;OFICIAL;;;;;0;A;ierguayabal@tareanet.edu.co
ANTIOQUIA;5;ANTIOQUIA;5819;TOLEDO;205819000272;I. E. R. LAS MARGARITAS;VDA. LAS MARGARITAS;3117988365;EFIGENIA SANTANA ROJAS;CENTRO EDUCATIVO;OFICIAL;;;;;0;A;ierlasmargaritas@tareanet.edu.co
ANTIOQUIA;5;ANTIOQUIA;5819;TOLEDO;205819000281;I. E. R. EL MORAL Y EL TORO;VDA. MORAL EL TORO;861 90 87;YARLENY OCHOA VAYADARES;CENTRO EDUCATIVO;OFICIAL;;;;;0;A;iermoralyeltoro@tareanet.edu.co   
