COLE_COD_DANE_ESTABLECIMIENTO,COLE_NOMBRE_ESTABLECIMIENTO,COLE_GENERO,COLE_NATURALEZA,COLE_BILINGUE,COLE_CARACTER,COLE_AREA_UBICACION,COLE_JORNADA,COLE_COD_MCPIO_UBICACION
152585000188,INSTITUCION EDUCATIVA TECNICA AGRICOLA JOSE MARIA HERNANDEZ,MIXTO,OFICIAL,N,TÉCNICO/ACADÉMICO,URBANO,MAÑANA,52585
152585000374,INSTITUCION EDUCATIVA DE COMERCIO,MIXTO,OFICIAL,N,TÉCNICO,URBANO,MAÑANA,52585
252621000321,INSTITUCION EDUCATIVA SAN JOSE DEL TELEMBI,MIXTO,OFICIAL,N,ACADÉMICO,URBANO,MAÑANA,52621
152678000129,INSTITUCION EDUCATIVA SIMON BOLIVAR,MIXTO,OFICIAL,N,ACADÉMICO,URBANO,MAÑANA,52678
152678000129,INSTITUCION EDUCATIVA SIMON BOLIVAR,MIXTO,OFICIAL,N,ACADÉMICO,URBANO,NOCHE,52678
152687000026,INSTITUCION EDUCATIVA SAGRADO CORAZON DE JESUS,MIXTO,OFICIAL,N,TÉCNICO,URBANO,MAÑANA,52687
152788000019,INSTITUCION EDUCATIVA MISAEL PASTRANA BORRERO,MIXTO,OFICIAL,N,ACADÉMICO,URBANO,MAÑANA,52788
152678000129,INSTITUCION EDUCATIVA SIMON BOLIVAR,MIXTO,OFICIAL,N,ACADÉMICO,URBANO,UNICA,52678
152678000447,INSTITUCION EDUCATIVA POLICARPA SALAVARRIETA,MIXTO,OFICIAL,N,TÉCNICO/ACADÉMICO,URBANO,MAÑANA,52678
152687000026,INSTITUCION EDUCATIVA SAGRADO CORAZON DE JESUS,MIXTO,OFICIAL,N,TÉCNICO,URBANO,SABATINA,52687
152693000615,INSTITUCION EDUCATIVA  ANTONIO NARIÑO,MIXTO,OFICIAL,N,TÉCNICO/ACADÉMICO,URBANO,MAÑANA,52693
152693000291,INSTITUCION  EDUCATIVA NORMAL SUPERIOR SAGRADO CORAZON DE JESUS,MIXTO,OFICIAL,N,TÉCNICO/ACADÉMICO,URBANO,MAÑANA,52693
152693000127,CENTRO EDUCATIVO LAS JUNTAS,MIXTO,OFICIAL,,NO APLICA,RURAL,MAÑANA,52693
152693000291,INSTITUCION  EDUCATIVA NORMAL SUPERIOR SAGRADO CORAZON DE JESUS,MIXTO,OFICIAL,N,TÉCNICO/ACADÉMICO,URBANO,NOCHE,52693
152696000012,INSTITUCION EDUCATIVA POLITECNICA SANTA BARBARA,MIXTO,OFICIAL,N,ACADÉMICO,URBANO,TARDE,52696
152696000012,INSTITUCION EDUCATIVA POLITECNICA SANTA BARBARA,MIXTO,OFICIAL,N,ACADÉMICO,URBANO,MAÑANA,52696
152693000615,INSTITUCION EDUCATIVA  ANTONIO NARIÑO,MIXTO,OFICIAL,N,TÉCNICO/ACADÉMICO,URBANO,NOCHE,52693
152693000615,INSTITUCION EDUCATIVA  ANTONIO NARIÑO,MIXTO,OFICIAL,N,TÉCNICO/ACADÉMICO,URBANO,TARDE,52693
152699000129,CENTRO EDUCATIVO LA INGA,MIXTO,OFICIAL,,NO APLICA,RURAL,MAÑANA,52699
152699000641,INSTITUCION EDUCATIVA SAN JUAN BAUTISTA,MIXTO,OFICIAL,N,TÉCNICO/ACADÉMICO,URBANO,MAÑANA,52699
152720000011,INSTITUCION EDUCATIVA SEBASTIAN DE BELALCAZAR,MIXTO,OFICIAL,N,ACADÉMICO,URBANO,MAÑANA,52720
152786000160,INSTITUCION EDUCATIVA PABLO VI,MIXTO,OFICIAL,N,TÉCNICO/ACADÉMICO,URBANO,MAÑANA,52786
152786000160,INSTITUCION EDUCATIVA PABLO VI,MIXTO,OFICIAL,N,TÉCNICO/ACADÉMICO,URBANO,SABATINA,52786
152786000160,INSTITUCION EDUCATIVA PABLO VI,MIXTO,OFICIAL,N,TÉCNICO/ACADÉMICO,URBANO,TARDE,52786
152835000677,IE. LICEO NACIONAL MAX SEIDEL,MIXTO,OFICIAL,S,ACADÉMICO,URBANO,MAÑANA,52835
152835000791,IE. IBERIA,MIXTO,OFICIAL,N,ACADÉMICO,URBANO,MAÑANA,52835
152835000731,I. E. ROBERTO MARIO BISCHOFF,MIXTO,OFICIAL,,ACADÉMICO,URBANO,NOCHE,52835
152835000740,IE. INMACULADA CONCEPCION,MIXTO,OFICIAL,N,ACADÉMICO,URBANO,MAÑANA,52835
152835000731,I. E. ROBERTO MARIO BISCHOFF,MIXTO,OFICIAL,,ACADÉMICO,URBANO,MAÑANA,52835
152835000740,IE. INMACULADA CONCEPCION,MIXTO,OFICIAL,N,ACADÉMICO,URBANO,TARDE,52835
152835000791,IE. IBERIA,MIXTO,OFICIAL,N,ACADÉMICO,URBANO,TARDE,52835
152835000791,IE. IBERIA,MIXTO,OFICIAL,N,ACADÉMICO,URBANO,NOCHE,52835
152835000731,I. E. ROBERTO MARIO BISCHOFF,MIXTO,OFICIAL,,ACADÉMICO,URBANO,TARDE,52835
152835001568,IE. MISIONAL SANTA TERESITA,FEMENINO,OFICIAL,N,ACADÉMICO,URBANO,MAÑANA,52835
152835001568,IE. MISIONAL SANTA TERESITA,FEMENINO,OFICIAL,N,ACADÉMICO,URBANO,TARDE,52835
152835003561,IE. NUESTRA SEÑORA DE FATIMA,MIXTO,OFICIAL,N,TÉCNICO/ACADÉMICO,URBANO,MAÑANA,52835
152835003561,IE. NUESTRA SEÑORA DE FATIMA,MIXTO,OFICIAL,N,TÉCNICO/ACADÉMICO,URBANO,TARDE,52835
252835004880,IE. TANGAREAL CARRETERA,MIXTO,OFICIAL,N,ACADÉMICO,RURAL,MAÑANA,52835
152835004923,IE. CIUDADELA MIXTA COLOMBIA,MIXTO,OFICIAL,N,TÉCNICO/ACADÉMICO,URBANO,MAÑANA,52835
152835002556,IE. INST. TEC. INDUSTRIAL NAL.,MIXTO,OFICIAL,N,TÉCNICO,URBANO,TARDE,52835
152835002556,IE. INST. TEC. INDUSTRIAL NAL.,MIXTO,OFICIAL,N,TÉCNICO,URBANO,NOCHE,52835
152835003561,IE. NUESTRA SEÑORA DE FATIMA,MIXTO,OFICIAL,N,TÉCNICO/ACADÉMICO,URBANO,NOCHE,52835
152835004371,I. E. CIUDADELA EDUCATIVA TUMAC,MIXTO,OFICIAL,N,TÉCNICO/ACADÉMICO,URBANO,TARDE,52835
152835004109,IE. GENERAL SANTANDER,MIXTO,OFICIAL,N,ACADÉMICO,URBANO,MAÑANA,52835
152835004371,I. E. CIUDADELA EDUCATIVA TUMAC,MIXTO,OFICIAL,N,TÉCNICO/ACADÉMICO,URBANO,NOCHE,52835
152835004109,IE. GENERAL SANTANDER,MIXTO,OFICIAL,N,ACADÉMICO,URBANO,TARDE,52835
152835004109,IE. GENERAL SANTANDER,MIXTO,OFICIAL,N,ACADÉMICO,URBANO,NOCHE,52835
152835004371,I. E. CIUDADELA EDUCATIVA TUMAC,MIXTO,OFICIAL,N,TÉCNICO/ACADÉMICO,URBANO,MAÑANA,52835
152835004389,IE. NUEVA FLORIDA,MIXTO,OFICIAL,N,ACADÉMICO,URBANO,NOCHE,52835
152835004389,IE. NUEVA FLORIDA,MIXTO,OFICIAL,N,ACADÉMICO,URBANO,TARDE,52835
152835004389,IE. NUEVA FLORIDA,MIXTO,OFICIAL,N,ACADÉMICO,URBANO,MAÑANA,52835
152835004567,I.E. LLORENTE,MIXTO,OFICIAL,N,ACADÉMICO,RURAL,MAÑANA,52835
152835004567,I.E. LLORENTE,MIXTO,OFICIAL,N,ACADÉMICO,RURAL,TARDE,52835
152835004567,I.E. LLORENTE,MIXTO,OFICIAL,N,ACADÉMICO,RURAL,NOCHE,52835
152835004923,IE. CIUDADELA MIXTA COLOMBIA,MIXTO,OFICIAL,N,TÉCNICO/ACADÉMICO,URBANO,TARDE,52835
152835004923,IE. CIUDADELA MIXTA COLOMBIA,MIXTO,OFICIAL,N,TÉCNICO/ACADÉMICO,URBANO,NOCHE,52835
152835004958,IE .INST. TEC. POPULAR DE LA COSTA,MIXTO,OFICIAL,N,TÉCNICO/ACADÉMICO,URBANO,TARDE,52835
152835002556,IE. INST. TEC. INDUSTRIAL NAL.,MIXTO,OFICIAL,N,TÉCNICO,URBANO,MAÑANA,52835
352838000022,INSTITUCION EDUCATIVA INSTITUTO TERESIANO,MIXTO,OFICIAL,N,ACADÉMICO,URBANO,UNICA,52838
152838000171,INSTITUCION EDUCATIVA SAN LUIS GONZAGA,MIXTO,OFICIAL,N,ACADÉMICO,URBANO,TARDE,52838
152838000171,INSTITUCION EDUCATIVA SAN LUIS GONZAGA,MIXTO,OFICIAL,N,ACADÉMICO,URBANO,MAÑANA,52838
152838001194,INSTITUCION EDUCATIVA INSTITUTO TECNICO GIRARDOT,MIXTO,OFICIAL,N,TÉCNICO/ACADÉMICO,URBANO,UNICA,52838
152838001127,INSTITUCION EDUCATIVA SAN FRANCISCO DE ASIS,MIXTO,OFICIAL,N,ACADÉMICO,URBANO,MAÑANA,52838
154001000036,COL JAIME GARZON,MIXTO,OFICIAL,N,TÉCNICO/ACADÉMICO,URBANO,TARDE,54001
152838001101,INSTITUCION EDUCATIVA AGRICOLA DE LA SABANA,MIXTO,OFICIAL,N,TÉCNICO,URBANO,MAÑANA,52838
152885000015,INSTITUCION EDUCATIVA PEDRO LEON TORRES,MIXTO,OFICIAL,N,TÉCNICO/ACADÉMICO,URBANO,MAÑANA,52885
152838001194,INSTITUCION EDUCATIVA INSTITUTO TECNICO GIRARDOT,MIXTO,OFICIAL,N,TÉCNICO/ACADÉMICO,URBANO,MAÑANA,52838
152838001194,INSTITUCION EDUCATIVA INSTITUTO TECNICO GIRARDOT,MIXTO,OFICIAL,N,TÉCNICO/ACADÉMICO,URBANO,SABATINA,52838
152838001194,INSTITUCION EDUCATIVA INSTITUTO TECNICO GIRARDOT,MIXTO,OFICIAL,N,TÉCNICO/ACADÉMICO,URBANO,NOCHE,52838
154001000010,INST TEC NAL DE COMERCIO,MIXTO,OFICIAL,N,TÉCNICO/ACADÉMICO,URBANO,TARDE,54001
154001000010,INST TEC NAL DE COMERCIO,MIXTO,OFICIAL,N,TÉCNICO/ACADÉMICO,URBANO,MAÑANA,54001
154001008967,COL PADRE RAFAEL GARCIA HERREROS,MIXTO,OFICIAL,N,TÉCNICO/ACADÉMICO,URBANO,TARDE,54001
154001008967,COL PADRE RAFAEL GARCIA HERREROS,MIXTO,OFICIAL,N,TÉCNICO/ACADÉMICO,URBANO,MAÑANA,54001
154001000036,COL JAIME GARZON,MIXTO,OFICIAL,N,TÉCNICO/ACADÉMICO,URBANO,MAÑANA,54001
154001000931,COLEGIO MUNICIPAL MARÍA CONCEPCIÓN LOPERENA.,MIXTO,OFICIAL,N,TÉCNICO/ACADÉMICO,URBANO,MAÑANA,54001
154001000931,COLEGIO MUNICIPAL MARÍA CONCEPCIÓN LOPERENA.,MIXTO,OFICIAL,N,TÉCNICO/ACADÉMICO,URBANO,TARDE,54001
154001000079,INST NAL DE ENSEÂ¿ANZA MEDIA DIVERSIFICADA INEM JOSE EUSEBIO CARO,MIXTO,OFICIAL,N,TÉCNICO/ACADÉMICO,URBANO,MAÑANA,54001
154001000087,ESC NORMAL SUPERIOR MARIA AUXILIADORA,FEMENINO,OFICIAL,N,TÉCNICO/ACADÉMICO,URBANO,MAÑANA,54001
154001000087,ESC NORMAL SUPERIOR MARIA AUXILIADORA,FEMENINO,OFICIAL,N,TÉCNICO/ACADÉMICO,URBANO,COMPLETA,54001
154001000095,INST TEC MERCEDES ABREGO,MIXTO,OFICIAL,N,TÉCNICO/ACADÉMICO,URBANO,TARDE,54001
154001006999,COL GREMIOS UNIDOS,MIXTO,OFICIAL,N,TÉCNICO/ACADÉMICO,URBANO,MAÑANA,54001
154001007791,COL LUIS CARLOS GALAN SARMIENTO,MIXTO,OFICIAL,N,TÉCNICO/ACADÉMICO,URBANO,MAÑANA,54001
154001007791,COL LUIS CARLOS GALAN SARMIENTO,MIXTO,OFICIAL,N,TÉCNICO/ACADÉMICO,URBANO,TARDE,54001
154001008495,COL MANUEL ANTONIO FERNANDEZ DE NOVOA,MIXTO,OFICIAL,N,ACADÉMICO,URBANO,MAÑANA,54001
154001009017,COL EUSTORGIO COLMENARES BAPTISTA,MIXTO,OFICIAL,N,TÉCNICO/ACADÉMICO,URBANO,TARDE,54001
154001009017,COL EUSTORGIO COLMENARES BAPTISTA,MIXTO,OFICIAL,N,TÉCNICO/ACADÉMICO,URBANO,MAÑANA,54001
154001006999,COL GREMIOS UNIDOS,MIXTO,OFICIAL,N,TÉCNICO/ACADÉMICO,URBANO,TARDE,54001
154001004716,COL SAN JOSÉ DE CÚCUTA,MIXTO,OFICIAL,N,TÉCNICO/ACADÉMICO,URBANO,TARDE,54001
154001001644,COL ANTONIO NARIÑO,MIXTO,OFICIAL,N,ACADÉMICO,URBANO,MAÑANA,54001
154001001644,COL ANTONIO NARIÑO,MIXTO,OFICIAL,N,ACADÉMICO,URBANO,UNICA,54001
154001000788,COL CLUB DE LEONES,MIXTO,OFICIAL,N,TÉCNICO/ACADÉMICO,URBANO,MAÑANA,54001
154001000788,COL CLUB DE LEONES,MIXTO,OFICIAL,N,TÉCNICO/ACADÉMICO,URBANO,TARDE,54001
154001000036,COL JAIME GARZON,MIXTO,OFICIAL,N,TÉCNICO/ACADÉMICO,URBANO,SABATINA,54001
154001008495,COL MANUEL ANTONIO FERNANDEZ DE NOVOA,MIXTO,OFICIAL,N,ACADÉMICO,URBANO,TARDE,54001
154001009220,I.E. PADRE MANUEL BRICEÑO JAUREGUI,MIXTO,OFICIAL,N,TÉCNICO/ACADÉMICO,URBANO,MAÑANA,54001
154001009220,I.E. PADRE MANUEL BRICEÑO JAUREGUI,MIXTO,OFICIAL,N,TÉCNICO/ACADÉMICO,URBANO,TARDE,54001
154001003779,COL INTEGD JUAN ATALAYA,MIXTO,OFICIAL,N,TÉCNICO/ACADÉMICO,URBANO,MAÑANA,54001
154001010449,I.E. MISAEL PASTRANA BORRERO,MIXTO,OFICIAL,N,TÉCNICO/ACADÉMICO,URBANO,MAÑANA,54001
154001010449,I.E. MISAEL PASTRANA BORRERO,MIXTO,OFICIAL,N,TÉCNICO/ACADÉMICO,URBANO,UNICA,54001
154001000931,COLEGIO MUNICIPAL MARÍA CONCEPCIÓN LOPERENA.,MIXTO,OFICIAL,N,TÉCNICO/ACADÉMICO,URBANO,NOCHE,54001
154001000931,COLEGIO MUNICIPAL MARÍA CONCEPCIÓN LOPERENA.,MIXTO,OFICIAL,N,TÉCNICO/ACADÉMICO,URBANO,UNICA,54001
154001001610,COL SAGRADO CORAZON DE JESUS,MASCULINO,OFICIAL,N,TÉCNICO/ACADÉMICO,URBANO,TARDE,54001
154001001610,COL SAGRADO CORAZON DE JESUS,MASCULINO,OFICIAL,N,TÉCNICO/ACADÉMICO,URBANO,NOCHE,54001
154001001610,COL SAGRADO CORAZON DE JESUS,MASCULINO,OFICIAL,N,TÉCNICO/ACADÉMICO,URBANO,MAÑANA,54001
154001002136,COL FRANCISCO JOSE DE CALDAS,MIXTO,OFICIAL,,TÉCNICO/ACADÉMICO,URBANO,TARDE,54001
154001008151,COL SANTO ANGEL,MIXTO,OFICIAL,N,ACADÉMICO,URBANO,MAÑANA,54001
154001001628,INSTITUCIÓN EDUCATIVA SAN FRANCISCO DE SALES,MIXTO,OFICIAL,N,TÉCNICO/ACADÉMICO,URBANO,TARDE,54001
154001001628,INSTITUCIÓN EDUCATIVA SAN FRANCISCO DE SALES,MIXTO,OFICIAL,N,TÉCNICO/ACADÉMICO,URBANO,MAÑANA,54001
154001001644,COL ANTONIO NARIÑO,MIXTO,OFICIAL,N,ACADÉMICO,URBANO,TARDE,54001
154001006999,COL GREMIOS UNIDOS,MIXTO,OFICIAL,N,TÉCNICO/ACADÉMICO,URBANO,NOCHE,54001
154001002136,COL FRANCISCO JOSE DE CALDAS,MIXTO,OFICIAL,,TÉCNICO/ACADÉMICO,URBANO,MAÑANA,54001
154001008959,COL JOSE AQUILINO DURAN,MIXTO,OFICIAL,N,ACADÉMICO,URBANO,MAÑANA,54001
154001002276,COL GONZALO RIVERA LAGUADO,MIXTO,OFICIAL,N,TÉCNICO/ACADÉMICO,URBANO,MAÑANA,54001
154001002462,COL  JULIO PEREZ FERRERO,MIXTO,OFICIAL,N,TÉCNICO/ACADÉMICO,URBANO,TARDE,54001
154001002462,COL  JULIO PEREZ FERRERO,MIXTO,OFICIAL,N,TÉCNICO/ACADÉMICO,URBANO,MAÑANA,54001
154001002462,COL  JULIO PEREZ FERRERO,MIXTO,OFICIAL,N,TÉCNICO/ACADÉMICO,URBANO,UNICA,54001
154001002276,COL GONZALO RIVERA LAGUADO,MIXTO,OFICIAL,N,TÉCNICO/ACADÉMICO,URBANO,TARDE,54001
154001004724,INST TEC ALEJANDRO GUTIERREZ CALDERON,MIXTO,OFICIAL,N,TÉCNICO/ACADÉMICO,URBANO,TARDE,54001
154001004724,INST TEC ALEJANDRO GUTIERREZ CALDERON,MIXTO,OFICIAL,N,TÉCNICO/ACADÉMICO,URBANO,MAÑANA,54001
154001008959,COL JOSE AQUILINO DURAN,MIXTO,OFICIAL,N,ACADÉMICO,URBANO,TARDE,54001
154001009009,COL LOS SANTOS APOSTOLES,MIXTO,OFICIAL,N,ACADÉMICO,URBANO,TARDE,54001
154001009009,COL LOS SANTOS APOSTOLES,MIXTO,OFICIAL,N,ACADÉMICO,URBANO,MAÑANA,54001
154001007723,COL NSTRA SRA DE BELEN,MIXTO,OFICIAL,N,TÉCNICO/ACADÉMICO,URBANO,TARDE,54001
154001007723,COL NSTRA SRA DE BELEN,MIXTO,OFICIAL,N,TÉCNICO/ACADÉMICO,URBANO,MAÑANA,54001
154001002462,COL  JULIO PEREZ FERRERO,MIXTO,OFICIAL,N,TÉCNICO/ACADÉMICO,URBANO,SABATINA,54001
154001002977,INST TEC GUAIMARAL,MIXTO,OFICIAL,N,TÉCNICO/ACADÉMICO,URBANO,NOCHE,54001
154001007791,COL LUIS CARLOS GALAN SARMIENTO,MIXTO,OFICIAL,N,TÉCNICO/ACADÉMICO,URBANO,UNICA,54001
154001002977,INST TEC GUAIMARAL,MIXTO,OFICIAL,N,TÉCNICO/ACADÉMICO,URBANO,MAÑANA,54001
154001002977,INST TEC GUAIMARAL,MIXTO,OFICIAL,N,TÉCNICO/ACADÉMICO,URBANO,TARDE,54001
154001003426,COL MARIANO OSPINA RODRIGUEZ,MIXTO,OFICIAL,N,ACADÉMICO,URBANO,TARDE,54001
154001003426,COL MARIANO OSPINA RODRIGUEZ,MIXTO,OFICIAL,N,ACADÉMICO,URBANO,MAÑANA,54001
154001003426,COL MARIANO OSPINA RODRIGUEZ,MIXTO,OFICIAL,N,ACADÉMICO,URBANO,NOCHE,54001
154001003779,COL INTEGD JUAN ATALAYA,MIXTO,OFICIAL,N,TÉCNICO/ACADÉMICO,URBANO,NOCHE,54001
154001003779,COL INTEGD JUAN ATALAYA,MIXTO,OFICIAL,N,TÉCNICO/ACADÉMICO,URBANO,TARDE,54001
154001004147,COL CLARETIANO DE CUCUTA,MIXTO,NO OFICIAL,N,TÉCNICO/ACADÉMICO,URBANO,MAÑANA,54001
154001004295,COL ORIENTAL NO 26,MIXTO,OFICIAL,N,ACADÉMICO,URBANO,TARDE,54001
154001004295,COL ORIENTAL NO 26,MIXTO,OFICIAL,N,ACADÉMICO,URBANO,MAÑANA,54001
154001004341,COL CLAUDIA MARIA PRADA AYALA,MIXTO,OFICIAL,N,TÉCNICO/ACADÉMICO,URBANO,TARDE,54001
154001004333,I.E. CARLOS RAMIREZ PARIS,MIXTO,OFICIAL,,TÉCNICO/ACADÉMICO,URBANO,SABATINA,54001
154001004333,I.E. CARLOS RAMIREZ PARIS,MIXTO,OFICIAL,,TÉCNICO/ACADÉMICO,URBANO,COMPLETA,54001
154001004333,I.E. CARLOS RAMIREZ PARIS,MIXTO,OFICIAL,,TÉCNICO/ACADÉMICO,URBANO,MAÑANA,54001
154001004333,I.E. CARLOS RAMIREZ PARIS,MIXTO,OFICIAL,,TÉCNICO/ACADÉMICO,URBANO,NOCHE,54001
154001004341,COL CLAUDIA MARIA PRADA AYALA,MIXTO,OFICIAL,N,TÉCNICO/ACADÉMICO,URBANO,MAÑANA,54001
154001004341,COL CLAUDIA MARIA PRADA AYALA,MIXTO,OFICIAL,N,TÉCNICO/ACADÉMICO,URBANO,UNICA,54001
154001007588,COL PBRO DANIEL JORDAN,MIXTO,OFICIAL,N,TÉCNICO/ACADÉMICO,URBANO,MAÑANA,54001
154001004724,INST TEC ALEJANDRO GUTIERREZ CALDERON,MIXTO,OFICIAL,N,TÉCNICO/ACADÉMICO,URBANO,NOCHE,54001
154001007588,COL PBRO DANIEL JORDAN,MIXTO,OFICIAL,N,TÉCNICO/ACADÉMICO,URBANO,TARDE,54001
154001007987,COL  RAFAEL URIBE URIBE-PAZ Y FUTURO,MIXTO,OFICIAL,N,TÉCNICO/ACADÉMICO,URBANO,MAÑANA,54001
154001007987,COL  RAFAEL URIBE URIBE-PAZ Y FUTURO,MIXTO,OFICIAL,N,TÉCNICO/ACADÉMICO,URBANO,TARDE,54001
154001005208,I.E. JUAN PABLO I,MIXTO,OFICIAL,N,TÉCNICO/ACADÉMICO,URBANO,TARDE,54001
154001005852,COL PABLO CORREA LEON,MIXTO,OFICIAL,N,TÉCNICO/ACADÉMICO,URBANO,TARDE,54001
154001005852,COL PABLO CORREA LEON,MIXTO,OFICIAL,N,TÉCNICO/ACADÉMICO,URBANO,MAÑANA,54001
154001005208,I.E. JUAN PABLO I,MIXTO,OFICIAL,N,TÉCNICO/ACADÉMICO,URBANO,MAÑANA,54001
154001005208,I.E. JUAN PABLO I,MIXTO,OFICIAL,N,TÉCNICO/ACADÉMICO,URBANO,SABATINA,54001
154001005852,COL PABLO CORREA LEON,MIXTO,OFICIAL,N,TÉCNICO/ACADÉMICO,URBANO,UNICA,54001
154001008266,COL MPAL SIMON BOLIVAR,MIXTO,OFICIAL,N,TÉCNICO/ACADÉMICO,URBANO,UNICA,54001
154001008266,COL MPAL SIMON BOLIVAR,MIXTO,OFICIAL,N,TÉCNICO/ACADÉMICO,URBANO,MAÑANA,54001
154001008274,COL PABLO NERUDA,MIXTO,OFICIAL,N,TÉCNICO,URBANO,TARDE,54001
154001008274,COL PABLO NERUDA,MIXTO,OFICIAL,N,TÉCNICO,URBANO,MAÑANA,54001
154001005330,COL JUANA RANGEL DE CUELLAR,MIXTO,OFICIAL,N,TÉCNICO/ACADÉMICO,URBANO,TARDE,54001
154001005330,COL JUANA RANGEL DE CUELLAR,MIXTO,OFICIAL,N,TÉCNICO/ACADÉMICO,URBANO,MAÑANA,54001
154001006379,I.E. CRISTO OBRERO,MIXTO,OFICIAL,N,TÉCNICO/ACADÉMICO,URBANO,MAÑANA,54001
154001006379,I.E. CRISTO OBRERO,MIXTO,OFICIAL,N,TÉCNICO/ACADÉMICO,URBANO,TARDE,54001
154001006409,COL BUENOS AIRES,MIXTO,OFICIAL,N,TÉCNICO/ACADÉMICO,URBANO,MAÑANA,54001
154001006409,COL BUENOS AIRES,MIXTO,OFICIAL,N,TÉCNICO/ACADÉMICO,URBANO,TARDE,54001
154001007944,COL ANDRES BELLO,MIXTO,OFICIAL,N,TÉCNICO/ACADÉMICO,URBANO,MAÑANA,54001
154001007944,COL ANDRES BELLO,MIXTO,OFICIAL,N,TÉCNICO/ACADÉMICO,URBANO,TARDE,54001
154001009467,INST EDUC COL MPAL AEROPUERTO,MIXTO,OFICIAL,N,TÉCNICO/ACADÉMICO,URBANO,TARDE,54001
154001009467,INST EDUC COL MPAL AEROPUERTO,MIXTO,OFICIAL,N,TÉCNICO/ACADÉMICO,URBANO,MAÑANA,54001
154001007723,COL NSTRA SRA DE BELEN,MIXTO,OFICIAL,N,TÉCNICO/ACADÉMICO,URBANO,UNICA,54001
154001008266,COL MPAL SIMON BOLIVAR,MIXTO,OFICIAL,N,TÉCNICO/ACADÉMICO,URBANO,TARDE,54001
154001008266,COL MPAL SIMON BOLIVAR,MIXTO,OFICIAL,N,TÉCNICO/ACADÉMICO,URBANO,NOCHE,54001
154001008495,COL MANUEL ANTONIO FERNANDEZ DE NOVOA,MIXTO,OFICIAL,N,ACADÉMICO,URBANO,NOCHE,54001
154001008606,COL BAS CAMILO DAZA,MIXTO,OFICIAL,,TÉCNICO/ACADÉMICO,URBANO,TARDE,54001
154001008975,COL CARLOS TOLEDO PLATA,MIXTO,OFICIAL,,TÉCNICO/ACADÉMICO,URBANO,TARDE,54001
154001008967,COL PADRE RAFAEL GARCIA HERREROS,MIXTO,OFICIAL,N,TÉCNICO/ACADÉMICO,URBANO,NOCHE,54001
154001008975,COL CARLOS TOLEDO PLATA,MIXTO,OFICIAL,,TÉCNICO/ACADÉMICO,URBANO,MAÑANA,54001
154001008975,COL CARLOS TOLEDO PLATA,MIXTO,OFICIAL,,TÉCNICO/ACADÉMICO,URBANO,SABATINA,54001
154001000931,COLEGIO MUNICIPAL MARÍA CONCEPCIÓN LOPERENA.,MIXTO,OFICIAL,N,TÉCNICO/ACADÉMICO,URBANO,MAÑANA,54001
154001000931,COLEGIO MUNICIPAL MARÍA CONCEPCIÓN LOPERENA.,MIXTO,OFICIAL,N,TÉCNICO/ACADÉMICO,URBANO,TARDE,54001
154001009467,INST EDUC COL MPAL AEROPUERTO,MIXTO,OFICIAL,N,TÉCNICO/ACADÉMICO,URBANO,NOCHE,54001
154001003426,COL MARIANO OSPINA RODRIGUEZ,MIXTO,OFICIAL,N,ACADÉMICO,URBANO,UNICA,54001
154001010449,I.E. MISAEL PASTRANA BORRERO,MIXTO,OFICIAL,N,TÉCNICO/ACADÉMICO,URBANO,COMPLETA,54001
154001010449,I.E. MISAEL PASTRANA BORRERO,MIXTO,OFICIAL,N,TÉCNICO/ACADÉMICO,URBANO,SABATINA,54001
154003000823,COL SANTA BARBARA,MIXTO,OFICIAL,N,TÉCNICO/ACADÉMICO,URBANO,MAÑANA,54003
154001011470,I.E. SAN JOSÉ - EL TRIGAL,MIXTO,OFICIAL,N,TÉCNICO/ACADÉMICO,URBANO,SABATINA,54001
154001011130,CORPORACION SOCIAL Y EDUCATIVA FORMADORES SIGLO XXI,MIXTO,NO OFICIAL,,ACADÉMICO,URBANO,MAÑANA,54001
154001011130,CORPORACION SOCIAL Y EDUCATIVA FORMADORES SIGLO XXI,MIXTO,NO OFICIAL,,ACADÉMICO,URBANO,TARDE,54001
154001011470,I.E. SAN JOSÉ - EL TRIGAL,MIXTO,OFICIAL,N,TÉCNICO/ACADÉMICO,URBANO,MAÑANA,54001
154001011470,I.E. SAN JOSÉ - EL TRIGAL,MIXTO,OFICIAL,N,TÉCNICO/ACADÉMICO,URBANO,TARDE,54001
154003001668,COL CARLOS JULIO TORRADO PEÂ¿ARANDA,MIXTO,OFICIAL,N,TÉCNICO/ACADÉMICO,URBANO,TARDE,54003
154003001668,COL CARLOS JULIO TORRADO PEÂ¿ARANDA,MIXTO,OFICIAL,N,TÉCNICO/ACADÉMICO,URBANO,MAÑANA,54003
154003000823,COL SANTA BARBARA,MIXTO,OFICIAL,N,TÉCNICO/ACADÉMICO,URBANO,TARDE,54003
154003001668,COL CARLOS JULIO TORRADO PEÂ¿ARANDA,MIXTO,OFICIAL,N,TÉCNICO/ACADÉMICO,URBANO,NOCHE,54003
154051000860,I.E. SAN JUAN BOSCO,MIXTO,OFICIAL,N,TÉCNICO/ACADÉMICO,URBANO,COMPLETA,54051
154099000152,INST EDUCATIVA ANDRES BELLO,MIXTO,OFICIAL,N,TÉCNICO/ACADÉMICO,URBANO,MAÑANA,54099
